project_id,project_type,location,sqft,floors,num_units,planned_duration_weeks,actual_duration_weeks,schedule_delay_pct,estimated_cost_cad,actual_cost_cad,cost_overrun_pct,contractor_rating,complexity_score,team_experience_years,num_change_orders,weather_risk_factor,material_volatility,num_subcontractors,budget_pressure,risk_score,risk_score_original,on_budget,on_schedule,data_source
EXP_05474,residential_multi_family,Winnipeg,17309.0,4,19,105.2,104.9,-0.24,5864165.94,5302378.84,-9.58,3.6,4,15.6,4,0.47,0.36,4,0.69,27.1,26.3,False,True,synthetic_expanded
EXP_05475,commercial_office,Edmonton,185500.0,18,0,983.8,1018.8,3.56,54899323.77,64336517.53,17.19,4.6,7,12.2,5,0.26,0.54,32,0.5,37.5,38.7,False,True,synthetic_expanded
EXP_05476,residential_single_family,Saskatoon,2139.0,1,1,22.1,22.5,2.03,394784.0,367030.68,-7.03,3.8,3,8.8,3,0.57,0.41,5,0.45,20.0,30.2,False,True,synthetic_expanded
EXP_05477,mixed_use,Calgary,111147.0,13,119,660.9,654.4,-0.99,34205861.43,34746314.04,1.58,3.2,6,10.9,9,0.29,0.37,18,0.63,33.9,44.8,True,True,synthetic_expanded
EXP_05478,transit_station,Toronto,7198.0,1,0,107.3,96.6,-10.0,17611640.79,17238274.01,-2.12,3.1,6,15.1,8,0.41,0.43,6,0.02,27.9,35.3,True,True,synthetic_expanded
EXP_05479,commercial_office,Edmonton,7167.0,1,0,40.4,40.5,0.17,4566385.29,4532594.04,-0.74,3.9,4,15.0,4,0.39,0.6,3,0.33,25.3,20.6,True,True,synthetic_expanded
EXP_05480,healthcare_hospital,Vancouver,124121.0,5,0,732.3,735.9,0.49,67873185.84,77796245.61,14.62,3.4,7,12.5,8,0.59,0.32,24,0.49,41.5,53.7,False,True,synthetic_expanded
EXP_05481,industrial_warehouse,Ottawa,199178.0,1,0,572.3,540.5,-5.56,29861326.03,28508607.96,-4.53,4.7,4,7.5,4,0.3,0.39,15,0.29,20.0,20.8,True,True,synthetic_expanded
EXP_05482,commercial_office,Vancouver,298777.0,28,0,1647.2,1839.3,11.66,85034888.78,104116717.82,22.44,4.6,6,11.8,6,0.49,0.69,46,0.45,32.2,38.5,False,False,synthetic_expanded
EXP_05483,residential_single_family,Saskatoon,3699.0,1,1,57.6,63.5,10.32,1524253.01,1433864.81,-5.93,4.0,3,5.8,5,0.26,0.47,8,0.26,20.0,24.8,False,False,synthetic_expanded
EXP_05484,commercial_office,Calgary,307978.0,31,0,783.8,827.6,5.59,174538296.63,195831968.82,12.2,4.8,7,13.6,13,0.47,0.41,50,0.44,42.8,38.7,False,False,synthetic_expanded
EXP_05485,residential_multi_family,Winnipeg,63824.0,4,56,198.5,214.2,7.93,20804633.81,20931542.08,0.61,4.8,4,10.3,6,0.33,0.41,10,0.27,20.0,42.4,True,False,synthetic_expanded
EXP_05486,commercial_retail,Saskatoon,8960.0,2,0,51.9,56.0,7.85,3430855.52,3678563.29,7.22,5.0,3,15.9,10,0.39,0.36,9,0.32,20.0,28.4,False,False,synthetic_expanded
EXP_05487,commercial_office,Quebec City,152140.0,16,0,773.8,797.4,3.05,49908987.56,56407137.74,13.02,4.3,6,6.8,6,0.44,0.21,22,0.38,32.4,33.1,False,True,synthetic_expanded
EXP_05488,infrastructure_bridge,Calgary,393.0,0,0,12.0,11.7,-2.63,1111286.98,1222749.06,10.03,4.2,5,3.1,5,0.54,0.43,3,0.39,25.4,43.3,False,True,synthetic_expanded
EXP_05489,infrastructure_bridge,Calgary,891.0,0,0,26.8,27.4,2.14,5653617.7,5881458.49,4.03,3.2,5,8.0,9,0.59,0.7,3,0.47,42.2,46.2,True,True,synthetic_expanded
EXP_05490,healthcare_hospital,Victoria,252530.0,3,0,925.5,833.0,-10.0,148732637.53,142545359.81,-4.16,4.3,7,16.3,5,0.35,0.5,39,0.18,34.7,30.2,True,True,synthetic_expanded
EXP_05491,renewable_energy,Winnipeg,130021.0,1,0,487.7,490.7,0.62,37782380.66,39097207.51,3.48,3.6,5,14.6,5,0.35,0.24,14,0.27,20.1,45.5,True,True,synthetic_expanded
EXP_05492,education_school,Toronto,38357.0,3,0,259.8,233.8,-10.0,21015690.76,23522862.67,11.93,2.8,5,17.3,12,0.42,0.56,9,0.14,33.1,46.8,False,True,synthetic_expanded
EXP_05493,residential_single_family,Saskatoon,1533.0,1,1,15.1,15.8,4.33,597939.02,628433.91,5.1,4.3,3,12.1,3,0.44,0.56,4,0.19,20.0,26.6,False,True,synthetic_expanded
EXP_05494,commercial_office,Winnipeg,26162.0,3,0,117.1,116.9,-0.17,15579652.33,14855198.5,-4.65,4.2,4,14.2,5,0.55,0.23,7,0.56,20.0,30.4,True,True,synthetic_expanded
EXP_05495,residential_multi_family,Ottawa,12678.0,6,12,47.0,42.7,-9.23,2629267.11,2745480.72,4.42,3.6,3,9.1,6,0.45,0.36,7,0.29,20.0,26.4,True,True,synthetic_expanded
EXP_05496,residential_single_family,Edmonton,4192.0,1,1,45.1,40.6,-10.0,791882.98,815956.22,3.04,3.1,3,5.3,5,0.41,0.53,8,0.56,28.0,21.2,True,True,synthetic_expanded
EXP_05497,industrial_warehouse,Winnipeg,151236.0,1,0,300.1,270.1,-10.0,12290466.33,11752143.9,-4.38,5.0,4,14.8,3,0.33,0.54,20,0.77,21.2,26.6,True,True,synthetic_expanded
EXP_05498,residential_multi_family,Ottawa,45289.0,9,40,310.3,302.8,-2.43,13958616.17,13738070.03,-1.58,2.9,4,11.6,3,0.39,0.32,7,0.46,23.3,43.2,True,True,synthetic_expanded
EXP_05499,commercial_retail,Winnipeg,29942.0,1,0,232.2,209.0,-10.0,6827451.26,5803333.57,-15.0,4.6,4,15.4,6,0.36,0.45,3,0.19,20.0,36.2,False,True,synthetic_expanded
EXP_05500,residential_multi_family,Vancouver,77644.0,6,69,423.5,476.6,12.55,21508628.48,25137134.1,16.87,3.5,3,7.3,6,0.3,0.51,8,0.67,22.5,33.2,False,False,synthetic_expanded
EXP_05501,industrial_warehouse,Calgary,31883.0,1,0,60.8,54.7,-10.0,6538346.16,5946625.83,-9.05,4.0,3,12.5,6,0.44,0.42,3,0.41,20.0,29.5,False,True,synthetic_expanded
EXP_05502,residential_single_family,Montreal,5017.0,1,1,47.7,49.4,3.48,1270648.99,1304956.51,2.7,3.4,3,6.1,5,0.42,0.26,8,0.31,20.0,28.0,True,True,synthetic_expanded
EXP_05503,commercial_office,Calgary,7090.0,1,0,28.4,32.0,12.81,3643113.05,4143676.78,13.74,3.7,4,5.5,4,0.42,0.44,3,0.39,20.0,17.5,False,False,synthetic_expanded
EXP_05504,residential_single_family,Vancouver,2558.0,1,1,42.1,47.0,11.55,976484.51,1057337.43,8.28,3.6,3,8.6,5,0.35,0.58,7,0.47,23.0,28.1,False,False,synthetic_expanded
EXP_05505,residential_multi_family,Surrey,52070.0,6,46,289.6,260.6,-10.0,20888941.1,17755599.94,-15.0,3.6,4,11.4,5,0.37,0.17,10,0.24,20.0,32.0,False,True,synthetic_expanded
EXP_05506,residential_multi_family,Montreal,14637.0,2,15,44.2,42.1,-4.72,4487570.66,4601106.2,2.53,4.2,3,7.3,5,0.35,0.39,10,0.25,20.0,23.8,True,True,synthetic_expanded
EXP_05507,residential_single_family,Edmonton,3651.0,1,1,65.2,64.4,-1.25,922416.2,997224.15,8.11,4.3,3,8.3,9,0.55,0.37,3,0.21,20.0,31.5,False,True,synthetic_expanded
EXP_05508,industrial_warehouse,Winnipeg,52552.0,1,0,179.1,199.6,11.46,6172675.15,7020183.45,13.73,4.3,3,9.3,7,0.46,0.47,5,0.76,20.0,38.7,False,False,synthetic_expanded
EXP_05509,residential_single_family,Calgary,1648.0,1,1,24.1,24.1,0.01,462518.41,468392.39,1.27,3.7,3,9.0,6,0.4,0.16,3,0.26,20.0,45.6,True,True,synthetic_expanded
EXP_05510,residential_single_family,Toronto,1725.0,1,1,11.9,10.7,-10.0,425918.67,373743.63,-12.25,3.8,3,9.4,7,0.26,0.37,3,0.38,20.0,34.2,False,True,synthetic_expanded
EXP_05511,residential_multi_family,Ottawa,35698.0,4,35,242.2,234.5,-3.19,10370993.1,10468480.44,0.94,3.9,3,10.8,7,0.33,0.56,9,0.34,20.8,41.9,True,True,synthetic_expanded
EXP_05512,healthcare_hospital,Saskatoon,815143.0,15,0,3606.2,3409.7,-5.45,581164655.41,586046438.52,0.84,4.3,9,11.8,3,0.28,0.39,124,0.25,39.2,51.7,True,True,synthetic_expanded
EXP_05513,education_school,Saskatoon,35405.0,1,0,251.7,336.8,33.8,19069147.82,23336823.1,22.38,3.8,4,7.6,14,0.43,0.39,7,0.18,24.8,59.5,False,False,synthetic_expanded
EXP_05514,commercial_office,Halifax,5851.0,1,0,27.6,31.6,14.48,3597660.66,4098095.26,13.91,4.7,4,7.9,7,0.57,0.14,6,0.14,20.0,41.0,False,False,synthetic_expanded
EXP_05515,residential_single_family,Victoria,3848.0,1,1,48.9,46.6,-4.76,1396037.5,1247359.51,-10.65,4.3,3,11.5,4,0.37,0.4,5,0.22,20.0,29.5,False,True,synthetic_expanded
EXP_05516,transit_station,Victoria,54326.0,3,0,600.0,640.6,6.77,134464565.86,142478653.99,5.96,3.8,7,9.4,9,0.28,0.32,26,0.24,31.6,44.5,False,False,synthetic_expanded
EXP_05517,commercial_office,Ottawa,8211.0,1,0,24.4,22.0,-10.0,2940429.13,3040403.72,3.4,3.5,4,12.9,5,0.21,0.4,5,0.62,20.4,23.6,True,True,synthetic_expanded
EXP_05518,commercial_office,Calgary,150007.0,11,0,739.7,799.0,8.02,50167442.68,55309605.55,10.25,4.4,5,6.9,6,0.52,0.34,20,0.55,24.3,46.9,False,False,synthetic_expanded
EXP_05519,infrastructure_bridge,Mississauga,246.0,0,0,5.0,4.6,-7.37,805653.45,847225.17,5.16,3.5,5,12.0,7,0.46,0.55,5,0.63,33.4,39.8,False,True,synthetic_expanded
EXP_05520,mixed_use,Toronto,22954.0,3,24,126.3,113.7,-10.0,9105334.54,9122634.68,0.19,4.8,5,12.6,6,0.25,0.51,8,0.21,20.0,31.9,True,True,synthetic_expanded
EXP_05521,residential_single_family,Edmonton,2682.0,2,1,35.7,32.1,-10.0,589832.39,501357.53,-15.0,3.6,3,12.1,3,0.14,0.57,3,0.48,20.0,17.5,False,True,synthetic_expanded
EXP_05522,residential_multi_family,Calgary,17245.0,5,15,114.7,103.4,-9.83,4878518.55,4231626.99,-13.26,4.2,3,13.1,5,0.35,0.52,7,0.32,20.0,21.1,False,True,synthetic_expanded
EXP_05523,healthcare_hospital,Toronto,304576.0,2,0,1014.9,1124.6,10.81,306985300.69,343731441.18,11.97,4.7,6,13.7,13,0.26,0.5,45,0.31,36.9,51.7,False,False,synthetic_expanded
EXP_05524,residential_single_family,Calgary,1501.0,2,1,14.9,14.8,-0.82,578414.94,664367.4,14.86,3.7,3,13.5,9,0.26,0.25,3,0.33,20.0,27.0,False,True,synthetic_expanded
EXP_05525,residential_single_family,Vancouver,1541.0,2,2,24.6,23.0,-6.55,418662.92,383704.57,-8.35,3.9,3,16.2,3,0.49,0.26,3,0.32,20.0,35.3,False,True,synthetic_expanded
EXP_05526,renovation_commercial,Mississauga,13714.0,5,0,47.4,42.7,-10.0,4061089.91,4323030.21,6.45,4.1,4,10.9,5,0.5,0.39,9,0.12,20.6,32.5,False,True,synthetic_expanded
EXP_05527,industrial_warehouse,Calgary,163780.0,1,0,301.1,271.0,-10.0,22029758.94,18725295.1,-15.0,2.8,3,18.3,2,0.31,0.44,18,0.23,20.0,33.3,False,True,synthetic_expanded
EXP_05528,residential_multi_family,Halifax,11283.0,2,12,43.8,45.0,2.8,3106132.16,3036244.19,-2.25,4.4,3,11.4,7,0.42,0.26,3,0.22,20.0,30.3,True,True,synthetic_expanded
EXP_05529,residential_multi_family,Edmonton,120922.0,7,116,573.7,581.4,1.35,49494305.91,48326240.29,-2.36,4.2,5,8.0,4,0.43,0.42,17,0.32,27.9,29.4,True,True,synthetic_expanded
EXP_05530,commercial_retail,Edmonton,4140.0,2,0,22.1,21.1,-4.52,919493.52,941377.47,2.38,4.2,3,13.0,5,0.45,0.31,3,0.36,20.0,14.3,True,True,synthetic_expanded
EXP_05531,commercial_retail,Toronto,8993.0,1,0,77.6,77.2,-0.51,2293187.16,2364275.96,3.1,4.5,3,7.3,3,0.23,0.8,4,0.38,20.0,10.7,True,True,synthetic_expanded
EXP_05532,renovation_commercial,Toronto,13833.0,8,0,38.5,41.7,8.22,3160076.83,3158180.78,-0.06,3.0,4,4.3,2,0.47,0.51,3,0.57,20.0,33.9,True,False,synthetic_expanded
EXP_05533,residential_multi_family,Vancouver,133508.0,10,146,794.1,714.7,-10.0,35002690.19,34036615.94,-2.76,3.1,5,9.4,5,0.44,0.42,20,0.29,27.8,38.1,True,True,synthetic_expanded
EXP_05534,commercial_office,Halifax,283302.0,32,0,1673.6,1627.7,-2.74,72629519.76,74408942.99,2.45,3.8,7,12.4,6,0.29,0.29,45,0.58,41.0,51.6,True,True,synthetic_expanded
EXP_05535,residential_multi_family,Victoria,82760.0,12,79,566.9,546.1,-3.67,34234319.8,34388374.24,0.45,4.0,4,12.4,7,0.43,0.45,13,0.53,26.7,37.4,True,True,synthetic_expanded
EXP_05536,healthcare_hospital,Saskatoon,593281.0,7,0,3002.7,3157.6,5.16,512141605.5,619947413.46,21.05,4.6,8,7.7,10,0.44,0.61,89,0.3,46.3,58.8,False,False,synthetic_expanded
EXP_05537,residential_single_family,Vancouver,3778.0,1,2,55.1,49.8,-9.69,1523075.79,1419049.71,-6.83,4.9,3,8.6,1,0.31,0.58,5,0.1,20.0,32.6,False,True,synthetic_expanded
EXP_05538,commercial_retail,Toronto,79268.0,1,0,460.7,598.9,29.99,22595087.01,24786810.45,9.7,3.9,5,8.5,3,0.38,0.26,9,0.1,20.0,29.2,False,False,synthetic_expanded
EXP_05539,commercial_retail,Toronto,13663.0,2,0,71.6,74.9,4.64,4711471.34,4753874.58,0.9,4.8,3,8.9,4,0.24,0.57,9,0.05,20.0,31.3,True,True,synthetic_expanded
EXP_05540,renovation_commercial,Calgary,14849.0,1,0,38.4,40.2,4.68,3812516.98,3843017.12,0.8,4.2,3,7.8,5,0.61,0.55,3,0.03,20.0,52.4,True,True,synthetic_expanded
EXP_05541,residential_single_family,Victoria,1582.0,2,3,18.3,17.3,-5.62,458642.1,489967.36,6.83,4.6,3,7.8,4,0.45,0.31,3,0.31,20.0,35.3,False,True,synthetic_expanded
EXP_05542,residential_multi_family,Calgary,16679.0,3,13,77.3,74.0,-4.28,5890629.95,5897109.64,0.11,3.2,4,11.6,3,0.59,0.66,5,0.42,23.2,31.8,True,True,synthetic_expanded
EXP_05543,residential_single_family,Calgary,2380.0,2,2,32.7,37.4,14.26,656809.02,630865.06,-3.95,4.1,3,4.8,5,0.34,0.32,5,0.18,20.0,29.0,True,False,synthetic_expanded
EXP_05544,residential_single_family,Brampton,2412.0,1,1,34.2,39.5,15.42,824739.04,888161.47,7.69,3.5,3,11.5,3,0.51,0.63,8,0.29,20.0,40.0,False,False,synthetic_expanded
EXP_05545,renovation_commercial,Calgary,10278.0,8,0,28.5,29.7,4.36,2590400.66,2560611.05,-1.15,3.3,3,7.5,4,0.36,0.28,4,0.3,20.0,45.4,True,True,synthetic_expanded
EXP_05546,industrial_warehouse,Halifax,312523.0,1,0,605.4,651.5,7.61,52720219.67,50368897.87,-4.46,3.7,5,16.1,4,0.38,0.5,23,0.67,31.0,31.2,True,False,synthetic_expanded
EXP_05547,commercial_retail,Toronto,31343.0,1,0,268.1,252.0,-6.01,10869319.42,10459546.08,-3.77,4.1,4,16.2,4,0.49,0.78,3,0.57,21.0,27.1,True,True,synthetic_expanded
EXP_05548,commercial_office,Winnipeg,318978.0,33,0,1290.3,1431.8,10.97,187479464.08,206189914.6,9.98,4.2,7,7.3,9,0.36,0.26,48,0.21,31.9,46.1,False,False,synthetic_expanded
EXP_05549,renovation_commercial,Victoria,77923.0,4,0,209.6,216.4,3.24,8735939.59,8808447.89,0.83,3.5,6,10.6,4,0.41,0.69,11,0.6,38.0,40.8,True,True,synthetic_expanded
EXP_05550,residential_multi_family,Vancouver,18161.0,2,19,75.8,80.2,5.75,3920586.31,3753569.33,-4.26,3.1,3,9.6,4,0.42,0.44,4,0.18,20.0,37.4,True,False,synthetic_expanded
EXP_05551,residential_single_family,Winnipeg,1435.0,1,1,25.3,23.1,-8.55,281402.47,306869.39,9.05,4.1,3,15.6,5,0.63,0.64,4,0.16,20.0,29.3,False,True,synthetic_expanded
EXP_05552,education_school,Saskatoon,82373.0,1,0,525.1,472.6,-10.0,42500900.96,45186957.9,6.32,3.4,5,7.1,6,0.58,0.35,11,0.56,34.8,40.6,False,True,synthetic_expanded
EXP_05553,residential_multi_family,Toronto,44280.0,9,44,280.6,282.6,0.72,14311173.15,13664308.12,-4.52,5.0,3,6.6,7,0.42,0.23,5,0.32,20.0,25.0,True,True,synthetic_expanded
EXP_05554,healthcare_hospital,Markham,235052.0,6,0,982.3,1168.8,18.99,163444515.87,162071581.94,-0.84,3.7,6,15.3,9,0.37,0.36,37,0.05,39.4,49.0,True,False,synthetic_expanded
EXP_05555,residential_single_family,Montreal,1752.0,2,1,14.9,14.7,-1.64,459951.21,476739.43,3.65,4.1,3,9.2,5,0.35,0.43,3,0.59,20.0,29.6,True,True,synthetic_expanded
EXP_05556,residential_single_family,Ottawa,2039.0,2,3,14.9,13.4,-10.0,605858.06,514979.35,-15.0,3.6,3,17.2,2,0.54,0.54,3,0.36,24.1,25.1,False,True,synthetic_expanded
EXP_05557,education_school,Victoria,65893.0,1,0,295.2,285.4,-3.32,25335746.84,25619507.2,1.12,3.9,5,10.0,6,0.24,0.28,12,0.53,30.9,42.8,True,True,synthetic_expanded
EXP_05558,residential_multi_family,Toronto,48079.0,3,48,190.6,202.8,6.42,13396357.56,12036627.27,-10.15,3.9,4,14.9,5,0.4,0.64,11,0.2,20.0,34.4,False,False,synthetic_expanded
EXP_05559,industrial_warehouse,Winnipeg,62584.0,1,0,179.8,210.7,17.18,7838360.48,7117231.32,-9.2,4.4,3,11.3,2,0.38,0.57,5,0.4,20.0,23.0,False,False,synthetic_expanded
EXP_05560,residential_multi_family,Edmonton,137072.0,12,148,916.6,1106.2,20.68,28522954.67,36227004.73,27.01,3.5,5,11.5,8,0.47,0.49,18,0.31,21.3,50.0,False,False,synthetic_expanded
EXP_05561,residential_single_family,Edmonton,4596.0,2,2,71.3,91.1,27.78,1259986.67,1276366.5,1.3,3.7,3,9.1,4,0.23,0.61,8,0.4,24.9,25.8,True,False,synthetic_expanded
EXP_05562,residential_single_family,Edmonton,2291.0,1,2,22.2,20.0,-10.0,726810.27,659507.64,-9.26,4.7,3,12.6,4,0.41,0.57,5,0.14,20.0,17.7,False,True,synthetic_expanded
EXP_05563,education_school,Montreal,52501.0,1,0,312.9,281.6,-10.0,17803947.67,16552330.15,-7.03,4.3,4,14.5,2,0.51,0.69,5,0.64,21.7,47.2,False,True,synthetic_expanded
EXP_05564,mixed_use,Vancouver,62787.0,9,54,390.8,396.2,1.37,26059045.74,30199828.11,15.89,3.6,5,7.7,8,0.39,0.49,17,0.37,26.5,50.1,False,True,synthetic_expanded
EXP_05565,residential_multi_family,Brampton,58125.0,3,62,253.6,243.4,-4.02,14325004.81,13936797.18,-2.71,3.8,4,7.1,2,0.62,0.49,8,0.63,29.3,27.1,True,True,synthetic_expanded
EXP_05566,commercial_retail,Winnipeg,5770.0,2,0,41.5,44.2,6.42,1415816.9,1497509.54,5.77,3.2,3,5.7,10,0.62,0.49,8,0.22,25.7,55.5,False,False,synthetic_expanded
EXP_05567,commercial_retail,Vancouver,45164.0,2,0,256.2,280.2,9.38,11832939.5,11552498.83,-2.37,3.6,5,12.8,8,0.54,0.64,11,0.44,24.7,32.1,True,False,synthetic_expanded
EXP_05568,residential_multi_family,Calgary,16991.0,2,18,96.4,90.7,-5.94,6899192.2,6405210.04,-7.16,4.5,3,9.9,4,0.34,0.65,3,0.21,20.0,30.0,False,True,synthetic_expanded
EXP_05569,residential_multi_family,Saskatoon,34073.0,3,39,106.0,98.1,-7.44,11711928.58,12614918.27,7.71,3.1,4,9.6,6,0.38,0.42,6,0.58,29.0,31.2,False,True,synthetic_expanded
EXP_05570,renovation_commercial,Toronto,3760.0,6,0,9.8,10.9,11.52,893711.45,904972.21,1.26,4.0,3,19.9,8,0.42,0.36,4,0.32,20.0,42.3,True,False,synthetic_expanded
EXP_05571,industrial_warehouse,Markham,16326.0,1,0,37.8,41.7,10.37,2910725.03,2913344.68,0.09,3.9,3,14.4,3,0.55,0.26,3,0.44,20.0,33.2,True,False,synthetic_expanded
EXP_05572,residential_single_family,Victoria,1157.0,1,1,20.6,21.8,5.95,314153.1,317043.31,0.92,3.5,3,21.3,3,0.55,0.47,3,0.7,29.1,15.3,True,False,synthetic_expanded
EXP_05573,education_school,Saskatoon,68189.0,1,0,532.5,645.1,21.15,21402572.23,21216369.85,-0.87,4.0,5,15.4,9,0.45,0.64,11,0.37,30.6,40.2,True,False,synthetic_expanded
EXP_05574,industrial_warehouse,Calgary,263145.0,1,0,422.8,410.7,-2.87,56143246.88,65249681.52,16.22,3.8,4,8.6,9,0.52,0.45,21,0.78,37.2,44.1,False,True,synthetic_expanded
EXP_05575,residential_single_family,Halifax,4710.0,2,2,76.2,70.3,-7.68,1086984.53,989482.02,-8.97,3.4,3,13.1,1,0.28,0.39,5,0.44,20.0,15.7,False,True,synthetic_expanded
EXP_05576,residential_single_family,Saskatoon,1760.0,1,1,20.2,25.2,24.79,376659.23,372591.31,-1.08,4.7,3,7.6,6,0.47,0.35,3,0.22,20.0,15.3,True,False,synthetic_expanded
EXP_05577,commercial_retail,Halifax,24958.0,2,0,152.8,137.5,-10.0,3892652.57,3992693.74,2.57,3.8,4,14.2,4,0.38,0.34,7,0.37,20.0,35.0,True,True,synthetic_expanded
EXP_05578,residential_single_family,Halifax,1410.0,2,3,8.8,7.9,-10.0,280335.81,238285.44,-15.0,2.5,3,15.1,1,0.51,0.56,6,0.48,26.1,5.0,False,True,synthetic_expanded
EXP_05579,residential_multi_family,Calgary,142387.0,18,145,524.5,538.1,2.59,54940827.31,50518090.71,-8.05,5.0,5,7.0,4,0.23,0.29,20,0.35,20.0,37.1,False,True,synthetic_expanded
EXP_05580,residential_single_family,Halifax,1572.0,1,1,11.6,10.4,-10.0,608827.07,526087.47,-13.59,4.0,3,4.3,3,0.35,0.48,3,0.47,20.0,23.2,False,True,synthetic_expanded
EXP_05581,commercial_retail,Markham,82657.0,1,0,781.4,899.6,15.13,18060591.52,19788990.13,9.57,3.7,5,7.7,7,0.19,0.26,11,0.18,20.0,52.3,False,False,synthetic_expanded
EXP_05582,industrial_warehouse,Calgary,117650.0,1,0,328.4,295.6,-10.0,25071033.11,25971083.2,3.59,4.1,3,14.1,7,0.33,0.69,11,0.39,28.3,46.4,True,True,synthetic_expanded
EXP_05583,renovation_commercial,Quebec City,28996.0,6,0,85.7,101.6,18.6,3395147.06,3756390.71,10.64,2.8,4,5.8,10,0.33,0.47,4,0.55,28.1,46.2,False,False,synthetic_expanded
EXP_05584,education_school,Edmonton,44593.0,3,0,313.3,349.6,11.59,14385735.51,13824691.83,-3.9,4.1,4,8.9,6,0.35,0.24,7,0.39,20.0,41.2,True,False,synthetic_expanded
EXP_05585,residential_multi_family,Victoria,24871.0,6,29,110.8,108.2,-2.32,6125513.86,5814950.31,-5.07,3.3,3,15.4,8,0.6,0.62,5,0.42,24.8,18.8,False,True,synthetic_expanded
EXP_05586,residential_single_family,Toronto,1678.0,1,1,16.4,17.5,6.63,464326.23,487171.08,4.92,3.5,3,5.5,3,0.36,0.41,3,0.21,20.0,28.6,True,False,synthetic_expanded
EXP_05587,residential_single_family,Ottawa,2818.0,1,1,42.3,39.4,-6.76,1154621.1,1113862.98,-3.53,5.0,3,7.7,4,0.45,0.48,8,0.14,20.0,39.6,True,True,synthetic_expanded
EXP_05588,healthcare_hospital,Calgary,94228.0,2,0,553.2,497.9,-10.0,49158623.15,52879930.92,7.57,5.0,6,9.2,7,0.5,0.35,17,0.24,20.1,46.2,False,True,synthetic_expanded
EXP_05589,education_school,Surrey,110729.0,3,0,792.0,809.4,2.2,56438787.54,50693318.97,-10.18,3.7,4,14.4,5,0.33,0.53,17,0.12,22.2,33.1,False,True,synthetic_expanded
EXP_05590,residential_single_family,Victoria,2581.0,1,2,22.7,22.2,-2.3,714067.7,808396.04,13.21,3.2,3,16.3,2,0.4,0.63,4,0.46,20.4,38.0,False,True,synthetic_expanded
EXP_05591,residential_single_family,Saskatoon,1849.0,1,2,21.1,19.9,-5.76,346066.7,368976.32,6.62,4.0,3,3.4,4,0.4,0.39,8,0.48,20.0,24.6,False,True,synthetic_expanded
EXP_05592,education_school,Winnipeg,107625.0,1,0,504.0,598.2,18.69,44197652.62,43481650.65,-1.62,3.7,5,8.8,6,0.31,0.34,15,0.25,24.8,41.6,True,False,synthetic_expanded
EXP_05593,mixed_use,Halifax,202878.0,20,221,797.1,866.3,8.68,118472901.1,121837531.49,2.84,3.5,7,11.7,6,0.49,0.43,38,0.32,42.9,30.2,True,False,synthetic_expanded
EXP_05594,commercial_retail,Edmonton,10791.0,1,0,60.1,54.1,-10.0,2074699.69,1942956.26,-6.35,4.1,3,13.8,4,0.37,0.62,4,0.38,20.0,30.8,False,True,synthetic_expanded
EXP_05595,residential_multi_family,Halifax,34912.0,3,37,219.1,227.4,3.81,14862523.18,14803073.09,-0.4,4.3,3,8.2,5,0.27,0.33,3,0.49,20.0,37.1,True,True,synthetic_expanded
EXP_05596,residential_single_family,Halifax,4422.0,1,1,31.0,28.8,-7.11,1560625.66,1423758.79,-8.77,3.7,3,12.2,2,0.35,0.27,5,0.45,20.0,27.5,False,True,synthetic_expanded
EXP_05597,commercial_office,Saskatoon,24262.0,3,0,61.4,66.5,8.23,12129986.43,11075890.61,-8.69,4.9,4,12.0,6,0.14,0.72,10,0.25,20.0,37.4,False,False,synthetic_expanded
EXP_05598,residential_single_family,Montreal,4408.0,2,3,48.4,50.3,3.9,953199.84,1080452.02,13.35,3.4,3,10.7,2,0.54,0.47,8,0.44,35.1,28.0,False,True,synthetic_expanded
EXP_05599,commercial_retail,Vancouver,54267.0,2,0,261.8,251.6,-3.91,16897546.5,14362914.53,-15.0,4.0,4,6.7,4,0.39,0.43,15,0.41,20.0,22.6,False,True,synthetic_expanded
EXP_05600,industrial_warehouse,Saskatoon,205546.0,1,0,783.1,806.4,2.97,28058615.35,29517663.35,5.2,4.3,4,8.8,8,0.32,0.62,18,0.31,24.9,30.5,False,True,synthetic_expanded
EXP_05601,commercial_office,Calgary,8073.0,4,0,38.6,37.0,-4.09,4322870.89,3916088.74,-9.41,4.1,4,8.1,3,0.46,0.47,9,0.7,22.9,21.2,False,True,synthetic_expanded
EXP_05602,residential_single_family,Toronto,1274.0,2,2,10.1,10.1,-0.38,416483.65,354011.1,-15.0,4.1,3,4.2,2,0.33,0.34,3,0.43,20.0,18.4,False,True,synthetic_expanded
EXP_05603,residential_multi_family,Ottawa,185422.0,19,170,718.9,728.9,1.39,76770988.93,76279654.6,-0.64,4.4,5,15.7,5,0.32,0.63,23,0.25,33.9,34.9,True,True,synthetic_expanded
EXP_05604,transit_station,Montreal,77491.0,2,0,1125.9,1247.3,10.78,130739036.56,117743576.33,-9.94,3.8,8,13.7,2,0.35,0.25,35,0.32,40.2,31.0,False,False,synthetic_expanded
EXP_05605,residential_single_family,Edmonton,1028.0,1,2,18.1,20.6,13.57,197882.25,178371.06,-9.86,5.0,3,16.0,5,0.28,0.7,3,0.55,23.8,30.0,False,False,synthetic_expanded
